ProfileID,DemoID,Age,Gender,Income,Region,Age_L,Gender_code,Inc_L,Inc_Q,Region_code,Region_text,B5ID,O,C,E,A,N
P280,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B08,-1,1,1,1,-1
P281,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B09,1,-1,-1,-1,-1
P282,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B10,1,-1,-1,1,1
P283,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B11,1,-1,1,-1,1
P284,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B12,1,-1,1,1,-1
P285,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B13,1,1,-1,-1,1
P286,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B14,1,1,-1,1,-1
P287,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B15,1,1,1,-1,-1
P288,D18,55,Male,120000,Japan,1,-1,1,1,1,Japan,B16,1,1,1,1,1
P289,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B01,-1,-1,-1,-1,1
P290,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B02,-1,-1,-1,1,-1
P291,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B03,-1,-1,1,-1,-1
P292,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B04,-1,-1,1,1,1
P293,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B05,-1,1,-1,-1,-1
P294,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B06,-1,1,-1,1,1
P295,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B07,-1,1,1,-1,1
P296,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B08,-1,1,1,1,-1
P297,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B09,1,-1,-1,-1,-1
P298,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B10,1,-1,-1,1,1
P299,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B11,1,-1,1,-1,1
P300,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B12,1,-1,1,1,-1
P301,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B13,1,1,-1,-1,1
P302,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B14,1,1,-1,1,-1
P303,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B15,1,1,1,-1,-1
P304,D19,55,Female,25000,USA,1,1,-1,1,-1,the United States,B16,1,1,1,1,1
P305,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B01,-1,-1,-1,-1,1
P306,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B02,-1,-1,-1,1,-1
P307,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B03,-1,-1,1,-1,-1
P308,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B04,-1,-1,1,1,1
P309,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B05,-1,1,-1,-1,-1
P310,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B06,-1,1,-1,1,1
P311,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B07,-1,1,1,-1,1
P312,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B08,-1,1,1,1,-1
P313,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B09,1,-1,-1,-1,-1
P314,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B10,1,-1,-1,1,1
P315,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B11,1,-1,1,-1,1
P316,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B12,1,-1,1,1,-1
P317,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B13,1,1,-1,-1,1
P318,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B14,1,1,-1,1,-1
P319,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B15,1,1,1,-1,-1
P320,D20,55,Female,25000,Japan,1,1,-1,1,1,Japan,B16,1,1,1,1,1
P321,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B01,-1,-1,-1,-1,1
P322,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B02,-1,-1,-1,1,-1
P323,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B03,-1,-1,1,-1,-1
P324,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B04,-1,-1,1,1,1
P325,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B05,-1,1,-1,-1,-1
P326,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B06,-1,1,-1,1,1
P327,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B07,-1,1,1,-1,1
P328,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B08,-1,1,1,1,-1
P329,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B09,1,-1,-1,-1,-1
P330,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B10,1,-1,-1,1,1
P331,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B11,1,-1,1,-1,1
P332,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B12,1,-1,1,1,-1
P333,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B13,1,1,-1,-1,1
P334,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B14,1,1,-1,1,-1
P335,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B15,1,1,1,-1,-1
P336,D21,55,Female,65000,USA,1,1,0,-2,-1,the United States,B16,1,1,1,1,1
P337,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B01,-1,-1,-1,-1,1
P338,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B02,-1,-1,-1,1,-1
P339,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B03,-1,-1,1,-1,-1
P340,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B04,-1,-1,1,1,1
P341,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B05,-1,1,-1,-1,-1
P342,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B06,-1,1,-1,1,1
P343,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B07,-1,1,1,-1,1
P344,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B08,-1,1,1,1,-1
P345,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B09,1,-1,-1,-1,-1
P346,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B10,1,-1,-1,1,1
P347,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B11,1,-1,1,-1,1
P348,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B12,1,-1,1,1,-1
P349,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B13,1,1,-1,-1,1
P350,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B14,1,1,-1,1,-1
P351,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B15,1,1,1,-1,-1
P352,D22,55,Female,65000,Japan,1,1,0,-2,1,Japan,B16,1,1,1,1,1
P353,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B01,-1,-1,-1,-1,1
P354,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B02,-1,-1,-1,1,-1
P355,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B03,-1,-1,1,-1,-1
P356,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B04,-1,-1,1,1,1
P357,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B05,-1,1,-1,-1,-1
P358,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B06,-1,1,-1,1,1
P359,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B07,-1,1,1,-1,1
P360,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B08,-1,1,1,1,-1
P361,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B09,1,-1,-1,-1,-1
P362,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B10,1,-1,-1,1,1
P363,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B11,1,-1,1,-1,1
P364,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B12,1,-1,1,1,-1
P365,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B13,1,1,-1,-1,1
P366,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B14,1,1,-1,1,-1
P367,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B15,1,1,1,-1,-1
P368,D23,55,Female,120000,USA,1,1,1,1,-1,the United States,B16,1,1,1,1,1
P369,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B01,-1,-1,-1,-1,1
P370,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B02,-1,-1,-1,1,-1
P371,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B03,-1,-1,1,-1,-1
P372,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B04,-1,-1,1,1,1
P373,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B05,-1,1,-1,-1,-1
P374,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B06,-1,1,-1,1,1
P375,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B07,-1,1,1,-1,1
P376,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B08,-1,1,1,1,-1
P377,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B09,1,-1,-1,-1,-1
P378,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B10,1,-1,-1,1,1
P379,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B11,1,-1,1,-1,1
P380,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B12,1,-1,1,1,-1
P381,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B13,1,1,-1,-1,1
P382,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B14,1,1,-1,1,-1
P383,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B15,1,1,1,-1,-1
P384,D24,55,Female,120000,Japan,1,1,1,1,1,Japan,B16,1,1,1,1,1
